日期,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日
2024-01-26,400,麒39351,0,2024-01-01,2024-07-01
2024-01-26,401,臻08130,0,2024-01-21,2024-07-21
2024-01-26,402,緻98328,0,2024-01-01,2024-07-01
2024-01-26,403,新85775,0,2024-01-01,2024-07-01
2024-01-26,404,龍27176,0,2024-01-06,2024-07-06
2024-01-26,405,廷50800,0,2024-01-01,2024-07-01
2024-01-26,406,豪57014,0,2024-01-01,2024-07-01
2024-01-26,407,緯65462,0,2024-01-01,2024-07-01
2024-01-26,408,菁82500,0,2024-01-01,2024-07-01
2024-01-26,409,泓91763,0,2024-01-01,2024-07-01
2024-01-26,410,誠60332,0,2024-01-01,2024-07-01
2024-01-26,411,顯07716,0,2024-01-01,2024-07-01
2024-01-26,412,仁23234,0,2024-01-23,2024-07-23
2024-01-26,413,臻72078,0,2024-01-01,2024-07-01
2024-01-26,414,暐96151,0,2024-01-06,2024-07-06
2024-01-26,415,淵20079,0,2024-01-01,2024-07-01
2024-01-26,416,如76773,0,2024-01-18,2024-07-18
2024-01-26,417,吟85560,0,2024-01-18,2024-07-18
2024-01-26,418,豪97163,0,2024-01-18,2024-07-18
2024-01-26,419,松05592,0,2024-01-01,2024-07-01
2024-01-26,420,雲06973,0,2024-01-01,2024-07-01
2024-01-26,421,文15472,0,2024-01-18,2024-07-18
2024-01-26,422,諺43415,0,2024-01-18,2024-07-18
2024-01-26,423,貽71690,0,2024-01-01,2024-07-01
2024-01-26,424,萱73889,0,2024-01-18,2024-07-18
2024-01-26,425,翔80678,0,2024-01-18,2024-07-18
2024-01-26,426,璋11848,0,2024-01-18,2024-07-18
2024-01-26,427,偉22400,0,2024-01-12,2024-07-12
2024-01-26,428,兼51455,0,2024-01-18,2024-07-18
2024-01-26,429,的52179,0,2024-01-18,2024-07-18
2024-01-26,430,嘉53929,0,2024-01-18,2024-07-18
2024-01-26,431,卿63964,0,2024-01-18,2024-07-18
2024-01-26,432,辰52100,0,2024-01-01,2024-07-01
2024-01-26,433,貴64224,0,2024-01-16,2024-07-16
2024-01-26,434,惠66015,0,2024-01-16,2024-07-16
2024-01-26,435,濤96425,0,2024-01-16,2024-07-16
2024-01-26,436,宇30527,0,2024-01-16,2024-07-16
2024-01-26,437,揚43226,0,2024-01-16,2024-07-16
2024-01-26,438,甯45635,0,2024-01-16,2024-07-16
2024-01-26,439,維93412,0,2024-01-17,2024-07-17
2024-01-26,440,靜02196,0,2024-01-17,2024-07-17
2024-01-26,441,維10023,0,2024-01-17,2024-07-17
2024-01-26,442,帆23625,0,2024-01-17,2024-07-17
2024-01-26,443,如48774,0,2024-01-06,2024-07-06
2024-01-26,444,尹99613,0,2024-01-06,2024-07-06
2024-01-26,445,偉11177,0,2024-01-01,2024-07-01
2024-01-26,446,榮25435,0,2024-01-06,2024-07-06
2024-01-26,447,翔33304,0,2024-01-06,2024-07-06
2024-01-26,448,欣01524,0,2024-01-07,2024-07-07
2024-01-26,449,偉32726,0,2024-01-07,2024-07-07
2024-01-26,450,蓮89391,0,2024-01-10,2024-07-10
2024-01-26,451,文54666,0,2024-01-11,2024-07-11
2024-01-26,452,佑92550,0,2024-01-11,2024-07-11
2024-01-26,453,嬅13646,0,2024-01-01,2024-07-01
2024-01-26,454,文22569,0,2024-01-01,2024-07-01
2024-01-26,455,偉61902,0,2024-01-11,2024-07-11
2024-01-26,456,嚴67485,0,2024-01-11,2024-07-11
2024-01-26,457,凱68400,0,2024-01-11,2024-07-11
2024-01-26,458,霖23879,0,2024-01-12,2024-07-12
2024-01-26,459,超61925,0,2024-01-01,2024-07-01
2024-01-26,460,賢09803,0,2024-01-12,2024-07-12
2024-01-26,461,靜24778,0,2024-01-12,2024-07-12
2024-01-26,462,敏42255,0,2024-01-12,2024-07-12
2024-01-26,463,琍46507,0,2024-01-12,2024-07-12
2024-01-26,464,均56432,0,2024-01-13,2024-07-13
2024-01-26,465,逸58317,0,2024-01-01,2024-07-01
2024-01-26,466,賓71271,0,2024-01-13,2024-07-13
2024-01-26,467,光75277,0,2024-01-01,2024-07-01
2024-01-26,468,銘12101,0,2024-01-13,2024-07-13
2024-01-26,469,霖13663,0,2024-01-13,2024-07-13
2024-01-26,470,暐19308,0,2024-01-13,2024-07-13
2024-01-26,471,翔32835,0,2024-01-13,2024-07-13
2024-01-26,472,彥55508,0,2024-01-13,2024-07-13
2024-01-26,473,醒57357,0,2024-01-13,2024-07-13
2024-01-26,474,翔60289,0,2024-01-13,2024-07-13
2024-01-26,475,翔81200,0,2024-01-01,2024-07-01
2024-01-26,476,傑00848,0,2024-01-01,2024-07-01
2024-01-26,477,玲36100,0,2024-01-01,2024-07-01
2024-01-26,478,琳58900,0,2024-01-14,2024-07-14
2024-01-26,479,雯66714,0,2024-01-14,2024-07-14
2024-01-26,480,祺67768,0,2024-01-14,2024-07-14
2024-01-26,481,諺70849,0,2024-01-14,2024-07-14
2024-01-26,482,翔22602,0,2024-01-14,2024-07-14
2024-01-26,483,綺50881,0,2024-01-01,2024-07-01
2024-01-26,484,豪08966,0,2024-01-15,2024-07-15
2024-01-26,485,緯10611,0,2024-01-15,2024-07-15
2024-01-26,486,昱22751,0,2024-01-15,2024-07-15
2024-01-26,487,睿37924,0,2024-01-15,2024-07-15
2024-01-26,488,媚50820,0,2024-01-15,2024-07-15
2024-01-26,489,竹51201,0,2024-01-15,2024-07-15
2024-01-26,490,箏76558,0,2024-01-15,2024-07-15
2024-01-26,491,艷77696,0,2024-01-15,2024-07-15
2024-01-26,492,芬83716,0,2024-01-15,2024-07-15
2024-01-26,493,伶00961,0,2024-01-15,2024-07-15
2024-01-26,494,祖04970,0,2024-01-15,2024-07-15
2024-01-26,495,娟16736,0,2024-01-07,2024-07-07
2024-01-26,496,豪19212,0,2024-01-07,2024-07-07
2024-01-26,497,叡71742,0,2024-01-08,2024-07-08
2024-01-26,498,哲79375,0,2024-01-08,2024-07-08
2024-01-26,499,誠82375,0,2024-01-08,2024-07-08
2024-01-26,500,耀90600,0,2024-01-08,2024-07-08
2024-01-26,501,妡17922,0,2024-01-08,2024-07-08
2024-01-26,502,安23084,0,2024-01-08,2024-07-08
2024-01-26,503,奚87554,0,2024-01-08,2024-07-08
2024-01-26,504,家93328,0,2024-01-08,2024-07-08
2024-01-26,505,男95973,0,2024-01-01,2024-07-01
2024-01-26,506,三37271,0,2024-01-01,2024-07-01
2024-01-26,507,典81272,0,2024-01-09,2024-07-09
2024-01-26,508,汯84855,0,2024-01-01,2024-07-01
2024-01-26,509,玲98906,0,2024-01-09,2024-07-09
2024-01-26,510,正15339,0,2024-01-09,2024-07-09
2024-01-26,511,浩77335,0,2024-01-10,2024-07-10
2024-01-26,512,捷96374,0,2024-01-10,2024-07-10
2024-01-26,513,安14984,0,2024-01-10,2024-07-10
2024-01-26,514,隆29542,0,2024-01-10,2024-07-10
2024-01-26,515,銘22621,0,2024-01-02,2024-07-02
2024-01-26,516,宇22634,0,2024-01-02,2024-07-02
2024-01-26,517,宇40852,0,2024-01-02,2024-07-02
2024-01-26,518,羽50091,0,2024-01-01,2024-07-01
2024-01-26,519,瑋37639,0,2024-01-02,2024-07-02
2024-01-26,520,志63742,0,2024-01-02,2024-07-02
2024-01-26,521,錦73211,0,2024-01-02,2024-07-02
2024-01-26,522,瑜97831,0,2024-01-01,2024-07-01
2024-01-26,523,嫣64515,0,2024-01-02,2024-07-02
2024-01-26,524,辰64923,0,2024-01-01,2024-07-01
2024-01-26,525,弦03004,0,2024-01-02,2024-07-02
2024-01-26,526,德72116,0,2024-01-02,2024-07-02
2024-01-26,527,成85051,0,2024-01-02,2024-07-02
2024-01-26,528,瑋12911,0,2024-01-02,2024-07-02
2024-01-26,529,偉52502,0,2024-01-02,2024-07-02
2024-01-26,530,昀68606,0,2024-01-02,2024-07-02
2024-01-26,531,中75738,0,2024-01-01,2024-07-01
2024-01-26,532,原90991,0,2024-01-02,2024-07-02
2024-01-26,533,皓00522,0,2024-01-02,2024-07-02
2024-01-26,534,鴻27097,0,2024-01-02,2024-07-02
2024-01-26,535,妮74024,0,2024-01-02,2024-07-02
2024-01-26,536,光74147,0,2024-01-02,2024-07-02
2024-01-26,537,蓮90891,0,2024-01-02,2024-07-02
2024-01-26,538,銓86572,0,2024-01-02,2024-07-02
2024-01-26,539,瑄05547,0,2024-01-03,2024-07-03
2024-01-26,540,禎09087,0,2024-01-01,2024-07-01
2024-01-26,541,零37376,0,2024-01-03,2024-07-03
2024-01-26,542,偉80970,0,2024-01-04,2024-07-04
2024-01-26,543,慶84646,0,2024-01-04,2024-07-04
2024-01-26,544,遠02873,0,2024-01-04,2024-07-04
2024-01-26,545,承05854,0,2024-01-04,2024-07-04
2024-01-26,546,衡32092,0,2024-01-04,2024-07-04
2024-01-26,547,胤61377,0,2024-01-04,2024-07-04
2024-01-26,548,緯69887,0,2024-01-04,2024-07-04
2024-01-26,549,耀85696,0,2024-01-01,2024-07-01
2024-01-26,550,澄92838,0,2024-01-04,2024-07-04
2024-01-26,551,廷06669,0,2024-01-04,2024-07-04
2024-01-26,552,騰36998,0,2024-01-01,2024-07-01
2024-01-26,553,婷48410,0,2024-01-04,2024-07-04
2024-01-26,554,霏80478,0,2024-01-04,2024-07-04
2024-01-26,555,賢01014,0,2024-01-04,2024-07-04
2024-01-26,556,婷30182,0,2024-01-04,2024-07-04
2024-01-26,557,霖65733,0,2024-01-05,2024-07-05
2024-01-26,558,卿22430,0,2024-01-05,2024-07-05
2024-01-26,559,華73531,0,2024-01-05,2024-07-05
2024-01-26,560,樺99670,0,2024-01-05,2024-07-05
2024-01-26,561,靳24286,0,2024-01-05,2024-07-05
2024-01-26,562,誼33604,0,2024-01-05,2024-07-05
2024-01-26,563,謙61249,0,2024-01-05,2024-07-05
2024-01-26,564,堯93796,0,2024-01-05,2024-07-05
2024-01-26,565,元54897,0,2024-01-06,2024-07-06
2024-01-26,566,毅08549,0,2024-01-06,2024-07-06
2024-01-26,567,涵22295,0,2024-01-06,2024-07-06
2024-01-26,568,修26369,0,2024-01-06,2024-07-06
2024-01-26,569,宏32748,0,2024-01-06,2024-07-06
2024-01-26,570,玉50256,0,2024-01-19,2024-07-19
2024-01-26,571,修05211,0,2024-01-01,2024-07-01
2024-01-26,572,珍38000,0,2024-01-01,2024-07-01
2024-01-26,573,偉46788,0,2024-01-20,2024-07-20
2024-01-26,574,得59364,0,2024-01-20,2024-07-20
2024-01-26,575,宏61828,0,2024-01-20,2024-07-20
2024-01-26,576,茵81882,0,2024-01-20,2024-07-20
2024-01-26,577,雄92703,0,2024-01-20,2024-07-20
2024-01-26,578,翰10600,0,2024-01-20,2024-07-20
2024-01-26,579,郁12983,0,2024-01-20,2024-07-20
2024-01-26,580,茹49338,0,2024-01-01,2024-07-01
2024-01-26,581,勳28466,0,2024-01-22,2024-07-22
2024-01-26,582,祥21509,0,2024-01-01,2024-07-01
2024-01-26,583,賢59432,0,2024-01-01,2024-07-01
2024-01-26,584,峰61190,0,2024-01-21,2024-07-21
2024-01-26,585,芸69697,0,2024-01-21,2024-07-21
2024-01-26,586,壎75416,0,2024-01-21,2024-07-21
2024-01-26,587,家96495,0,2024-01-22,2024-07-22
2024-01-26,588,綸11516,0,2024-01-22,2024-07-22
2024-01-26,589,騵70501,0,2024-01-19,2024-07-19
2024-01-26,590,彰74138,0,2024-01-19,2024-07-19
2024-01-26,591,森92592,0,2024-01-04,2024-07-04
2024-01-26,592,宇97982,0,2024-01-19,2024-07-19
2024-01-26,593,甯06417,0,2024-01-19,2024-07-19
2024-01-26,594,寧27315,0,2024-01-19,2024-07-19
2024-01-26,595,珉54270,0,2024-01-07,2024-07-07
2024-01-26,596,輝72841,0,2024-01-07,2024-07-07
2024-01-26,597,豪76724,0,2024-01-07,2024-07-07
2024-01-26,598,震78670,0,2024-01-07,2024-07-07
2024-01-26,599,靖80066,0,2024-01-02,2024-07-02
2024-01-26,600,一85252,0,2024-01-07,2024-07-07
2024-01-26,601,嬿53341,0,2024-01-22,2024-07-22
2024-01-26,602,龍63852,0,2024-01-22,2024-07-22
2024-01-26,603,甄69115,0,2024-01-22,2024-07-22
2024-01-26,604,儒99978,0,2024-01-01,2024-07-01
2024-01-26,605,仁11727,0,2024-01-22,2024-07-22
2024-01-26,606,安55165,0,2024-01-22,2024-07-22
2024-01-26,607,軒97628,0,2024-01-22,2024-07-22
2024-01-26,608,瑩99422,0,2024-01-22,2024-07-22
2024-01-26,609,駿07893,0,2024-01-23,2024-07-23
2024-01-26,610,承37559,0,2024-01-01,2024-07-01
2024-01-26,611,萱80535,0,2024-01-01,2024-07-01
2024-01-26,612,蓉87541,0,2024-01-23,2024-07-23
2024-01-26,613,萱01391,0,2024-01-23,2024-07-23
2024-01-26,614,芸16072,0,2024-01-23,2024-07-23
2024-01-26,615,義72032,0,2024-01-24,2024-07-24
2024-01-26,616,廷85935,0,2024-01-01,2024-07-01
2024-01-26,617,華33117,0,2024-01-24,2024-07-24
2024-01-26,618,停75104,0,2024-01-24,2024-07-24
2024-01-26,619,榮02821,0,2024-01-01,2024-07-01
2024-01-26,620,芬25316,0,2024-01-01,2024-07-01
2024-01-26,621,樺60585,0,2024-01-01,2024-07-01
2024-01-26,622,盛77086,0,2024-01-01,2024-07-01
2024-01-26,623,圳91020,0,2024-01-27,2024-07-27
2024-01-26,624,雯09172,0,2024-01-01,2024-07-01
2024-01-26,625,慧72756,0,2024-01-01,2024-07-01
2024-01-26,626,銓35842,0,2024-01-01,2024-07-01
2024-01-26,627,儫18675,0,2024-01-01,2024-07-01
2024-01-26,628,俽31270,0,2024-01-04,2024-07-04
2024-01-26,629,毓16657,0,2024-01-01,2024-07-01
2024-01-26,630,涵89610,0,2024-01-06,2024-07-06
2024-01-26,631,豪10990,0,2024-01-01,2024-07-01
2024-01-26,632,明17692,0,2024-01-01,2024-07-01
2024-01-26,633,嘉73507,0,2024-01-11,2024-07-11
2024-01-26,634,禾98553,0,2024-01-01,2024-07-01
2024-01-26,635,甫11398,0,2024-01-06,2024-07-06
2024-01-26,636,昌21498,0,2024-01-15,2024-07-15
2024-01-26,637,宜67892,0,2024-01-01,2024-07-01
2024-01-26,638,斌95987,0,2024-01-01,2024-07-01
2024-01-26,639,宇28498,0,2024-01-01,2024-07-01
2024-01-26,640,豐37900,0,2024-01-01,2024-07-01
2024-01-26,641,妤33212,0,2024-01-01,2024-07-01
2024-01-26,642,諾17099,0,2024-01-01,2024-07-01
2024-01-26,643,宸25702,0,2024-01-01,2024-07-01
2024-01-26,644,瑋35035,0,2024-01-01,2024-07-01
2024-01-26,645,晴90281,0,2024-01-17,2024-07-17
2024-01-26,646,翰52673,0,2024-01-01,2024-07-01
2024-01-26,647,棋20405,0,2024-01-01,2024-07-01
2024-01-26,648,磊95877,0,2024-01-01,2024-07-01
2024-01-26,649,銓45131,0,2024-01-01,2024-07-01
2024-01-26,650,遠80397,0,2024-01-01,2024-07-01
2024-01-26,651,緯27480,0,2024-01-10,2024-07-10
2024-01-26,652,郁66931,0,2024-01-01,2024-07-01
2024-01-26,653,巧02177,0,2024-01-01,2024-07-01
2024-01-26,654,穎06426,0,2024-01-01,2024-07-01
2024-01-26,655,凱37706,0,2024-01-01,2024-07-01
2024-01-26,656,婷43101,0,2024-01-01,2024-07-01
2024-01-26,657,樟65613,0,2024-01-13,2024-07-13
2024-01-26,658,擎84173,0,2024-01-01,2024-07-01
2024-01-26,659,甯91137,0,2024-01-01,2024-07-01
2024-01-26,660,澤49206,0,2024-01-01,2024-07-01
2024-01-26,661,美21645,0,2024-01-01,2024-07-01
2024-01-26,662,憲65737,0,2024-01-01,2024-07-01
2024-01-26,663,淙95302,0,2024-01-01,2024-07-01
2024-01-26,664,豪46229,0,2024-01-01,2024-07-01
2024-01-26,665,翰94616,0,2024-01-01,2024-07-01
2024-01-26,666,慧27716,0,2024-01-01,2024-07-01
2024-01-26,667,璋65622,0,2024-01-01,2024-07-01
2024-01-26,668,義57530,0,2024-01-01,2024-07-01
2024-01-26,669,辰47372,0,2024-01-01,2024-07-01
2024-01-26,670,文00963,0,2024-01-01,2024-07-01
2024-01-26,671,得50839,0,2024-01-01,2024-07-01
2024-01-26,672,翔06107,0,2024-01-21,2024-07-21
2024-01-26,673,銘42417,0,2024-01-01,2024-07-01
2024-01-26,674,睿08921,0,2024-01-01,2024-07-01
2024-01-26,675,舜62414,0,2024-01-01,2024-07-01
2024-01-26,676,旋06350,0,2024-01-01,2024-07-01
2024-01-26,677,鈞85537,0,2024-01-01,2024-07-01
2024-01-26,678,楀69800,0,2024-01-01,2024-07-01
2024-01-26,679,馨01933,0,2024-01-01,2024-07-01
2024-01-26,680,敬24509,0,2024-01-01,2024-07-01
2024-01-26,681,偉96032,0,2024-01-01,2024-07-01
2024-01-26,682,方01629,0,2024-01-02,2024-07-02
2024-01-26,683,汶33252,0,2024-01-01,2024-07-01
2024-01-26,684,綸68599,0,2024-01-01,2024-07-01
2024-01-26,685,廷37040,0,2024-01-01,2024-07-01
2024-01-26,686,妤68572,0,2024-01-01,2024-07-01
2024-01-26,687,成60658,0,2024-01-01,2024-07-01
2024-01-26,688,暐53508,0,2024-01-01,2024-07-01
2024-01-26,689,威15307,0,2024-01-01,2024-07-01
2024-01-26,690,軒83019,0,2024-01-01,2024-07-01
2024-01-26,691,衍60049,0,2024-01-01,2024-07-01
2024-01-26,692,慈81811,0,2024-01-01,2024-07-01
2024-01-26,693,良68297,0,2024-01-01,2024-07-01
2024-01-26,694,捷18752,0,2024-01-01,2024-07-01
2024-01-26,695,言59656,0,2024-01-01,2024-07-01
2024-01-26,696,豪75203,0,2024-01-01,2024-07-01
2024-01-26,697,佑05250,0,2024-01-01,2024-07-01
2024-01-26,698,杰03408,0,2024-01-01,2024-07-01
2024-01-26,699,菘12143,0,2024-01-01,2024-07-01
2024-01-26,700,恩17647,0,2024-01-01,2024-07-01
2024-01-26,701,蒼56585,0,2024-01-08,2024-07-08
2024-01-26,702,志46610,0,2024-01-01,2024-07-01
2024-01-26,703,愷92512,0,2024-01-01,2024-07-01
2024-01-26,704,展27651,0,2024-01-01,2024-07-01
2024-01-26,705,安74811,0,2024-01-01,2024-07-01
2024-01-26,706,生19980,0,2024-01-01,2024-07-01
2024-01-26,707,隆59921,0,2024-01-01,2024-07-01
2024-01-26,708,湟25732,0,2024-01-01,2024-07-01
2024-01-26,709,揚78242,0,2024-01-01,2024-07-01
2024-01-26,710,豪91290,0,2024-01-01,2024-07-01
2024-01-26,711,源16560,0,2024-01-01,2024-07-01
2024-01-26,712,檉67810,0,2024-01-01,2024-07-01
2024-01-26,713,銘22218,0,2024-01-01,2024-07-01
2024-01-26,714,瑞63400,0,2024-01-04,2024-07-04
2024-01-26,715,恩98417,0,2024-01-01,2024-07-01
2024-01-26,716,凡14518,0,2024-01-01,2024-07-01
2024-01-26,717,良46188,0,2024-01-01,2024-07-01
2024-01-26,718,勝10318,0,2024-01-01,2024-07-01
2024-01-26,719,凱97386,0,2024-01-01,2024-07-01
2024-01-26,720,銘36344,0,2024-01-22,2024-07-22
2024-01-26,721,輝92537,0,2024-01-04,2024-07-04
2024-01-26,722,華80928,0,2024-01-11,2024-07-11
2024-01-26,723,盛82363,0,2024-01-01,2024-07-01
2024-01-26,724,杰09295,0,2024-01-01,2024-07-01
2024-01-26,725,顗87777,0,2024-01-01,2024-07-01
2024-01-26,726,鈞07097,0,2024-01-01,2024-07-01
2024-01-26,727,歡98514,0,2024-01-01,2024-07-01
2024-01-26,728,翰26477,0,2024-01-01,2024-07-01
2024-01-26,729,瑜84189,0,2024-01-01,2024-07-01
2024-01-26,730,鋒09190,0,2024-01-17,2024-07-17
2024-01-26,731,妮25129,0,2024-01-13,2024-07-13
2024-01-26,732,良41255,0,2024-01-01,2024-07-01
2024-01-26,733,叡57388,0,2024-01-01,2024-07-01
2024-01-26,734,堯79913,0,2024-01-01,2024-07-01
2024-01-26,735,憲77330,0,2024-01-01,2024-07-01
2024-01-26,736,仁97763,0,2024-01-01,2024-07-01
2024-01-26,737,玓74779,0,2024-01-01,2024-07-01
2024-01-26,738,民25360,0,2024-01-01,2024-07-01
2024-01-26,739,軒00338,0,2024-01-01,2024-07-01
2024-01-26,740,穎65360,0,2024-01-01,2024-07-01
2024-01-26,741,翔90377,0,2024-01-01,2024-07-01
2024-01-26,742,安22012,0,2024-01-01,2024-07-01
2024-01-26,743,宸37996,0,2024-01-13,2024-07-13
2024-01-26,744,博91369,0,2024-01-01,2024-07-01
2024-01-26,745,皓43796,0,2024-01-01,2024-07-01
2024-01-26,746,新49486,0,2024-01-01,2024-07-01
2024-01-26,747,炫96390,0,2024-01-01,2024-07-01
2024-01-26,748,綸93882,0,2024-01-01,2024-07-01
2024-01-26,749,峯12559,0,2024-01-01,2024-07-01
2024-01-26,750,智91237,0,2024-01-01,2024-07-01
2024-01-26,751,愷30956,0,2024-01-20,2024-07-20
2024-01-26,752,程43173,0,2024-01-01,2024-07-01
2024-01-26,753,文17232,0,2024-01-01,2024-07-01
2024-01-26,754,君68294,0,2024-01-01,2024-07-01
2024-01-26,755,昇71890,0,2024-01-01,2024-07-01
2024-01-26,756,哲20599,0,2024-01-01,2024-07-01
2024-01-26,757,景25837,0,2024-01-02,2024-07-02
2024-01-26,758,興60410,0,2024-01-01,2024-07-01
2024-01-26,759,貞84503,0,2024-01-01,2024-07-01
2024-01-26,760,羽03162,0,2024-01-01,2024-07-01
2024-01-26,761,剛60939,0,2024-01-01,2024-07-01
2024-01-26,762,誠53020,0,2024-01-01,2024-07-01
2024-01-26,763,中88930,0,2024-01-01,2024-07-01
2024-01-26,764,文46347,0,2024-01-01,2024-07-01
2024-01-26,765,郁98311,0,2024-01-01,2024-07-01
2024-01-26,766,平29057,0,2024-01-01,2024-07-01
2024-01-26,767,修84911,0,2024-01-01,2024-07-01
2024-01-26,768,廷20118,0,2024-01-01,2024-07-01
2024-01-26,769,頻50531,0,2024-01-01,2024-07-01
2024-01-26,770,金68621,0,2024-01-01,2024-07-01
2024-01-26,771,欣87311,0,2024-01-18,2024-07-18
2024-01-26,772,輝17359,0,2024-01-01,2024-07-01
2024-01-26,773,宏30200,0,2024-01-01,2024-07-01
2024-01-26,774,程93519,0,2024-01-01,2024-07-01
2024-01-26,775,綨73009,0,2024-01-01,2024-07-01
2024-01-26,776,陞86672,0,2024-01-01,2024-07-01
2024-01-26,777,褕92158,0,2024-01-01,2024-07-01
2024-01-26,778,菁37912,0,2024-01-01,2024-07-01
2024-01-26,779,宏75505,0,2024-01-02,2024-07-02
2024-01-26,780,佑80710,0,2024-01-01,2024-07-01
2024-01-26,781,明36114,0,2024-01-01,2024-07-01
2024-01-26,782,瑋72305,0,2024-01-01,2024-07-01
2024-01-26,783,文09754,0,2024-01-21,2024-07-21
2024-01-26,784,琪55550,0,2024-01-01,2024-07-01
2024-01-26,785,名89966,0,2024-01-01,2024-07-01
2024-01-26,786,儀13116,0,2024-01-01,2024-07-01
2024-01-26,787,喻68524,0,2024-01-01,2024-07-01
2024-01-26,788,婷97362,0,2024-01-01,2024-07-01
2024-01-26,789,博97761,0,2024-01-01,2024-07-01
2024-01-26,790,俊09316,0,2024-01-01,2024-07-01
2024-01-26,791,佑27958,0,2024-01-01,2024-07-01
2024-01-26,792,星05204,0,2024-01-01,2024-07-01
2024-01-26,793,樺87122,0,2024-01-01,2024-07-01
2024-01-26,794,玟91030,0,2024-01-01,2024-07-01
2024-01-26,795,樺02793,0,2024-01-01,2024-07-01
2024-01-26,796,龍07853,0,2024-01-01,2024-07-01
2024-01-26,797,偉30833,0,2024-01-01,2024-07-01
2024-01-26,798,純39083,0,2024-01-01,2024-07-01
2024-01-26,799,岑78138,0,2024-01-01,2024-07-01
2024-01-26,800,宜34571,0,2024-01-01,2024-07-01
2024-01-26,801,雯81673,0,2024-01-01,2024-07-01
2024-01-26,802,慶57578,0,2024-01-01,2024-07-01
2024-01-26,803,蕙62589,0,2024-01-01,2024-07-01
2024-01-26,804,宣82873,0,2024-01-01,2024-07-01
2024-01-26,805,富88563,0,2024-01-01,2024-07-01
2024-01-26,806,瑋15991,0,2024-01-01,2024-07-01
2024-01-26,807,仁74518,0,2024-01-01,2024-07-01
2024-01-26,808,瑋51868,0,2024-01-01,2024-07-01
2024-01-26,809,銘27682,0,2024-01-01,2024-07-01
2024-01-26,810,瑄25057,0,2024-01-01,2024-07-01
2024-01-26,811,軒18482,0,2024-01-01,2024-07-01
2024-01-26,812,媚56253,0,2024-01-01,2024-07-01
2024-01-26,813,宏03999,0,2024-01-01,2024-07-01
2024-01-26,814,恩05211,0,2024-01-01,2024-07-01
2024-01-26,815,廷30888,0,2024-01-01,2024-07-01
2024-01-26,816,達07151,0,2024-01-02,2024-07-02
2024-01-26,817,維30726,0,2024-01-07,2024-07-07
2024-01-26,818,宇55190,0,2024-01-01,2024-07-01
2024-01-26,819,辰25309,0,2024-01-01,2024-07-01
2024-01-26,820,胤73393,0,2024-01-01,2024-07-01
2024-01-26,821,雯71185,0,2024-01-01,2024-07-01
2024-01-26,822,陽75165,0,2024-01-01,2024-07-01
2024-01-26,823,修75146,0,2024-01-01,2024-07-01
2024-01-26,824,澄52425,0,2024-01-01,2024-07-01
2024-01-26,825,齊91680,0,2024-01-01,2024-07-01
2024-01-26,826,志42581,0,2024-01-01,2024-07-01
2024-01-26,827,嘉94513,0,2024-01-01,2024-07-01
2024-01-26,828,儒65999,0,2024-01-01,2024-07-01
2024-01-26,829,暄94931,0,2024-01-22,2024-07-22
2024-01-26,830,語21309,0,2024-01-01,2024-07-01
2024-01-26,831,笙52093,0,2024-01-01,2024-07-01
2024-01-26,832,德69222,0,2024-01-01,2024-07-01
2024-01-26,833,平52767,0,2024-01-21,2024-07-21
2024-01-26,834,睿35668,0,2024-01-01,2024-07-01
2024-01-26,835,涵50245,0,2024-01-01,2024-07-01
2024-01-26,836,璇86992,0,2024-01-01,2024-07-01
2024-01-26,837,霖60587,0,2024-01-01,2024-07-01
2024-01-26,838,憲95989,0,2024-01-01,2024-07-01
2024-01-26,839,民26458,0,2024-01-01,2024-07-01
2024-01-26,840,塏37230,0,2024-01-01,2024-07-01
2024-01-26,841,皓44456,0,2024-01-01,2024-07-01
2024-01-26,842,鴻79751,0,2024-01-01,2024-07-01
2024-01-26,843,吉43997,0,2024-01-01,2024-07-01
2024-01-26,844,宏13552,0,2024-01-01,2024-07-01
2024-01-26,845,賢54055,0,2024-01-01,2024-07-01
2024-01-26,846,源50309,0,2024-01-01,2024-07-01
2024-01-26,847,瑄28937,0,2024-01-01,2024-07-01
2024-01-26,848,軒80043,0,2024-01-09,2024-07-09
2024-01-26,849,婷95630,0,2024-01-01,2024-07-01
2024-01-26,850,欣35600,0,2024-01-01,2024-07-01
2024-01-26,851,叡79378,0,2024-01-01,2024-07-01
2024-01-26,852,堂10606,0,2024-01-01,2024-07-01
2024-01-26,853,華08084,0,2024-01-01,2024-07-01
2024-01-26,854,智61296,0,2024-01-01,2024-07-01
2024-01-26,855,恩99411,0,2024-01-01,2024-07-01
2024-01-26,856,娥00093,0,2024-01-01,2024-07-01
2024-01-26,857,軒41703,0,2024-01-01,2024-07-01
2024-01-26,858,德56837,0,2024-01-01,2024-07-01
2024-01-26,859,宏68084,0,2024-01-01,2024-07-01
2024-01-26,860,銘91145,0,2024-01-01,2024-07-01
2024-01-26,861,憲35545,0,2024-01-01,2024-07-01
2024-01-26,862,勳68357,0,2024-01-01,2024-07-01
2024-01-26,863,助47987,0,2024-01-14,2024-07-14
2024-01-26,864,愷95208,0,2024-01-01,2024-07-01
2024-01-26,865,庭39782,0,2024-01-01,2024-07-01
2024-01-26,866,毓85765,0,2024-01-01,2024-07-01
